roadmap_role,dev_type,node_id,topic_label,parent_topic,order_index,node_type,maps_to_esco_uri,maps_to_esco_label,source
machine-learning,ai_ml,hfr2MU8QkVt9KhVi1Okpv,Polynomial Regression,,109,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,9oWdnQd-vwVJi62JQLgJ5,What is Unsupervised Learning?,,111,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,CBSGvGPoI53p7BezXNm6M,Clustering,,112,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,vQI-4uFQJ6694nm1SCpDR,Dimensionality Reduction,,113,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,BzUunjJrUMlh6K1NOOD87,Overlapping,,114,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,jJ8cXfHV2LG5PJGZRTHxB,Hierarchical,,115,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,eErzKbR8sRNlrYcwNSRSh,Exclusive,,116,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,VrLaUipVKWvwnFF0ZbIlo,Probabilistic,,117,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,owSUO9Ut9sggd1OiWr3O7,Autoencoders,,118,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,K-x_L3z8JTSHwtTeHm4EG,Principal Component Analysis,Dimensionality Reduction,119,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,EtU_9MOklVBvnvyg30Yfx,What is Reinforcement Learning?,,121,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,PZ-WxKGTcWTrXmYI_inD_,Policy Gradient,,122,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,4Vy6lW9vF_SWwbKLU0qno,Actor-Critic Methods,,123,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,9o-ZT9oZIE3hCXD6eWZI0,Deep-Q Networks,,124,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,wxq5dkrpgvs3axmLmeHCk,Q-Learning,,125,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,99TI95HVGrXIYr-PIDxhC,What is Model Evaluation?,,127,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,5dKl6SUQhOsZfUtVR5hzw,Metrics to Evaluate,,128,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,3wib9UH0_OLhKjqKoZEMv,Accuracy,Metrics to Evaluate,129,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,mja35tndhAT5z_ysv-hDe,Precision,,130,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,DH33Na9zz_WGmbD-Dxvq1,Recall,,131,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,FdNY8QUbPPpeHFgD8TTaD,F1-Score,Metrics to Evaluate,132,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,anEGWHVpcp75e3jQrj_LZ,ROC-AUC,Metrics to Evaluate,133,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,7fOp3t283GeOn6Tf4kEuN,Log Loss,,134,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,oyL0M2OP4NTNbIO3zq-Hz,Confusion Matrix,Metrics to Evaluate,135,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,LWLqa61GK5ukYzHpjinYi,Forward propagation,,137,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,0meihv22e11GwqnRdSJ9g,Back Propagation,,138,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,8425N_E43Dv5mcmEcXRIa,"Perceptron, Multi-layer Perceptrons",,139,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,RXTci1N6i6D9HqTbsLYIy,Activation Functions,,140,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,4dxZmLg0UEaaVEORupOOC,Neural Network (NN) Basics,,141,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,KcfFjpxFTFxI6HR6hBPrl,Loss Functions,,142,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,ZVbnAF9I1r8qWFFYG6nXv,Scikit-learn,,143,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,1aX_vO5zxfTV8_kUIFHkR,Ridge,,147,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,EXogp25SPW1bBfb1gRDAe,Lasso,,148,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,0hi0LdCtj9Paimgfc-l1O,Validation Techniques,,149,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,GKMhIXEuSKdW75-24Zopb,LOOCV,Validation Techniques,150,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,vRS7DW2WUaXiHk9oJgg3z,K-Fold Cross Validation,Validation Techniques,151,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,_Z2miSW4PwILMRtBFajBn,Deep Learning Architectures,,152,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,BtO2wH7YYqE25HShI6sd9,Convolutional Neural Network,,153,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,I-GEE7PvpQmhQSfZmxqwA,Pooling,Convolutional Neural Network,154,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,a2PGTDnXKp759vFZzkjSF,Padding,,155,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,MtoYStcZBduLSbjRuPjq0,Convolution,,156,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,YWxSI45e5K_4YOrvmh6LV,Strides,Convolutional Neural Network,157,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,gCGHtxqD4V_Ite_AXMspf,Applications of CNNs,,158,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,E4k6WgNXdnNoApR675VKb,Image Classification,,159,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,iSX9YExs1gS4L2CBQux5w,Image Segmentation,,160,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,jPvZdgye7cBf0bPMVGf7a,Image & Video Recognition,,161,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,_eKuBhCCwUHnEGwHNQY-g,Recommendation Systems,,162,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,H0cscBaExZPNZuFubBUv7,Recurrent Neural Networks,,163,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,LpggrF1MMvAxtO9EJe3wY,RNN,,164,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,ZWDSLqxmfg3aPBZFH479q,GRU,,165,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,LdUwTWfCIcowwC-e6q3ac,LSTM,,166,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,-tzeA13f2jYDm4aO5JciT,Attention Mechanisms,,167,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,kvf2CUKBe4qSbZla4Brh3,Autoencoders,,168,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,rDIg16eb6B6um1P8uMy51,Transformers,Attention Mechanisms,169,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,J1aGPkZqDZfUwpVmC88AL,Multi-head Attention,Attention Mechanisms,170,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,oTKC1o1OOnPiTh60a8yVc,Self-Attention,Attention Mechanisms,171,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,IR0wVIcu1MxOOBiLBnn8S,Generative Adversarial Networks,,172,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,JVXe2QDQaqiJYPupIMhWe,Natural Language Processing,,174,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,QbftToskhtBlTz1jyiRkb,Tokenization,,175,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,pP0VeUSK9CDodgz-BQmrP,Lemmatization,,176,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,UO1GEUe8e22uRB6DAxfpe,Stemming,,177,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,CaHbAXDIJQXcQ9DZqziod,Embeddings,,178,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,sChxcuQ2OruKVx8P4wAK_,Attention Models,,179,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,Tv3sZvus76dmu0X9AqCIU,Explainable AI,,186,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,5xxAg18h74pDAUPy6P8NQ,Train - Test Data,Scikit-learn,187,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,-W2uAccH7Y2XIwhfl9mDF,Data Preparation,Scikit-learn,188,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,bIhGv4886V4RWJD3tX0a0,Data Loading,Scikit-learn,189,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,m4vmnxRMBf7zwNnwrMEnk,Tuning,Scikit-learn,190,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,vBnqnIh_xSn0OuY9oQ5e-,Prediction,Scikit-learn,191,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,Ddhph9saFgfMi-uUFGK75,Model Selection,Scikit-learn,192,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,A_Kx3pEj0jpnLJzdOpcQ9,Deep Learning Libraries,,193,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,Ru8_xMyFxye1hyzCUYvnj,TensorFlow,,194,subtopic,http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669,computer vision,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,zoXnXI4Wf5sxddHqYwQjP,Keras,,195,subtopic,http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669,computer vision,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,7RSW-Pypf3QpZp4O21AGl,PyTorch,,196,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,yKtRmgwrJ75VVz7_txZ-S,Scikit-learn,,197,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,0-6BV-MggAyD7g3JH45B7,ElasticNet Regularization,,198,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
machine-learning,ai_ml,vmERbhRIevLLNc7Ny2pWp,Why is it important?,,199,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,_7uvOebQUI4xaSwtMjpEd,Programming Fundamentals,,6,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,Vh81GnOUOZvDOlOyI5PwT,Python,Programming Fundamentals,9,subtopic,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,vdVq3RQvQF3mF8PQc6DMg,Go,Programming Fundamentals,10,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,mMzqJF2KQ49TDEk5F3VAI,Bash,Programming Fundamentals,11,subtopic,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,computer programming,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,oUhlUoWQQ1txx_sepD5ev,Version Control Systems,,12,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,06T5CbZAGJU6fJhCmqCC8,Git,Version Control Systems,13,subtopic,http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f,tools for software configuration management,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,7t7jSb3YgyWlhgCe8Se1I,GitHub,,14,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,00GZcwe25QYi7rDzaOoMt,Cloud Computing,,17,topic,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,u3E7FGW4Iwdsu61KYFxCX,AWS / Azure / GCP,Cloud Computing,18,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,kbfucfIO5KCsuv3jKbHTa,Cloud-native ML Services,Cloud Computing,19,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,tKeejLv8Q7QX40UtOjpav,Containerization,,20,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,XIdCvT-4HyyglHJLRrHlz,Docker,Containerization,22,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,XQoK9l-xtN2J8ZV8dw53X,Kubernetes,Containerization,23,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,ulka7VEVjz6ls5SnI6a6z,Machine Learning Fundamentals,,24,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,VykbCu7LWIx8fQpqKzoA7,Data Engineering Fundamentals,,25,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,cOg3ejZRYE-u-M0c89IjM,Data Pipelines,Data Engineering Fundamentals,26,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,wOogVDV4FIDLXVPwFqJ8C,Data Lakes & Warehouses,Data Engineering Fundamentals,27,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,Berd78HvnulNEGOsHCf8n,Data Ingestion Architecture,Data Engineering Fundamentals,28,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,pVSlVHXIap0unFxLGM-lQ,Airflow,,29,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,UljuqA89_SlCSDWWMD_C_,Spark,Data Engineering Fundamentals,30,subtopic,http://data.europa.eu/esco/skill/af7ae54f-4649-4c16-87c7-59ba41d4d57f,SPARK,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,fMNwzhgLgHlAZJ9NvKikR,Kafka,Data Engineering Fundamentals,31,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,o6GQ3-8DgDtHzdX6yeg1w,Flink,Data Engineering Fundamentals,32,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,iTsEHVCo6KGq7H2HMgy5S,MLOps Principles,,33,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,l1xasxQy2vAY34NWaqKEe,MLOps Components,,34,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,kHDSwlSq8WkLey4EJIQSR,Version Control,,35,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,a6vawajw7BpL6plH_nuAz,CI/CD,,36,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,fes7M--Y8i08_zeP98tVV,Orchestration,,37,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,fGGWKmAJ50Ke6wWJBEgby,Experiment Tracking & Model Registry,,38,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,6XgP_2NLuiw654zvTyueT,Data Lineage & Feature Stores,,39,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,zsW1NRb0dMgS-KzWsI0QU,Model Training & Serving,,40,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,r4fbUwD83uYumEO1X8f09,Monitoring & Observability,,41,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
mlops,ai_ml,sf67bSL7HAx6iN7S6MYKs,Infrastructure as Code,,42,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,MvpHHpbS-EksUfuOKILOq,Basic Blockchain Knowledge,,24,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,Atv-4Q7edtvfySs_XhgEq,Blockchain Structure,Basic Blockchain Knowledge,25,subtopic,http://data.europa.eu/esco/skill/296f6b56-de45-4aac-aa96-43e4a4864724,blockchain architecture,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,9z0Fqn1qqN8eo6s7_kwcb,Basic Blockchain Operations,Basic Blockchain Knowledge,26,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,WD2JH4X4tEE4J0W0XFQ_4,Applications and Uses,Basic Blockchain Knowledge,27,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,edO8iEehsZtYavlsEKhOy,What is Blockchain,Basic Blockchain Knowledge,28,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,H9jvIlxX6P-C_cgPfZop4,Decentralization,Basic Blockchain Knowledge,29,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,Nc9AH6L7EqeQxh0m6Hddz,Why it matters?,Basic Blockchain Knowledge,30,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,bA4V_9AbV3uQi3qrtLWk0,General Blockchain Knowledge,,31,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,B7niNXMOTbHn_1ixKQ8ri,Mining and Incentive Models,General Blockchain Knowledge,32,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,E9HR_voxQ2a2tvWUuva_p,Decentralization vs Trust,General Blockchain Knowledge,33,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,L08v-78UsEhcg-mZtMVuk,Blockchain Forking,General Blockchain Knowledge,34,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,s1QqQc0We5yQaNF3Ogt4k,Cryptocurrencies,General Blockchain Knowledge,35,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,FSThY0R1OAZCIL98W3AMj,Cryptowallets,General Blockchain Knowledge,36,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,e_I-4Q6_qIW09Hcn-pgKm,Cryptography,General Blockchain Knowledge,37,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,_BkpK9qgp9up8nXNH7q4m,Consensus Protocols,General Blockchain Knowledge,38,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,nNPa6jKRUaitmHwBip_LE,Blockchain Interoperability,General Blockchain Knowledge,39,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,JYHK95Xr0R1MVCda1Epl6,Solana,,40,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,ug4FB4RXItHU0ADnisvve,TON,,41,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,tSJyp46rkJcOtDqVpJX1s,EVM-Based,,42,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,EQgb4LqXnyq3gOX7Fb85s,Blockchains,,43,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,JLXIbP-y8C2YktIk3R12m,Ethereum,,44,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,JNilHFQnnVDOz-Gz6eNo5,Polygon,,45,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,sJj-6wG5KjjzYYia_eo63,Binance Smart Chain,,46,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,UQ9AejYV6_Sk6ZJkXYWf7,Gnosis Chain,,47,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,PkRAYBZQAUAHxWEeCCX4U,Huobi Eco Chain,,48,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,txQ9U1wcnZkQVh6B49krk,Avalanche,,49,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,trcGwYcFW5LQUUrAcbUf_,Fantom,,50,subtopic,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,computer programming,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,VVbvueVMJKLUoJYhbJB1z,Moonbeam / Moonriver,,51,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,YC385OLECWjpZjVeWKksO,Everscale,,52,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,5MGtl00EEZdSnJdrNYPJ7,Gosh,,53,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,4tAyunbYVwlbzybuVq7fr,TON,,54,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,3HCpgWWPIkhK3gPRJuJQf,Venom,,55,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,miBEG3x_foKYxwfX4Tr4f,TVM-Based,,56,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,i_Dw3kUZ7qKPG-tk-sFPf,L2 Blockchains,,57,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,ixTIn2Uhs-i5-UPt9jKAa,Arbitrum,,58,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,Ib9STGxQa8yeoB-GFeGDE,Moonbeam / Moonriver,,59,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,hlcavpstLnXkJcjccQUL8,TVM-Based,,60,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,sK8G-41D3EfYNSLFJ3XYf,Oracles,,61,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,JbgBwG6KmeTdyle9U6WAv,Hybrid Smart Contracts,Oracles,62,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,omQOhNfMO09pBc7oy76Wo,Chainlink,Oracles,63,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,CzfsAQIk3zIsDaDAorG9K,Oracle Networks,Oracles,64,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,BV6lEwCAKaYxSPWD0LV_d,Smart Contracts,,65,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,chaIKoE1uE8rpZLkDSfV-,Solidity,,66,subtopic,http://data.europa.eu/esco/skill/605399ce-4736-4b41-b41e-92ecf2139454,Solidity,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,jgHa_LeCac0pl6dSADizF,Vyper,,67,subtopic,http://data.europa.eu/esco/skill/53780150-1581-4ae6-b435-34068c172caf,Vyper,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,Larbhjzi-MnPQKH1Pzn2R,Rust,,68,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,IXs4nUzy_A5vBjI_44kaT,Unit Tests,,70,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,QNfnbUGkT3N-pj5epnHcM,Integration Tests,,71,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,4V-dj9x9hSAAGCxpBWsbE,Code Coverage,,72,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,7goaYnedUlfgfl5qApoO2,Deployment,,74,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,H3jNM_0sJrB7ZbYzrVhF7,Monitoring,,75,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,OotJnHgm622NQJc2WRI7c,Upgrades,,76,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,bjUuL7WALETzgFxL6-ivU,ERC Tokens,,77,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,SM8Wt3iNM_nncLj69KCuy,Crypto Wallets,,78,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,lXukWXEatsF87EWFSYyOO,IDEs,,79,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,S68IUKs0k_FFHEH97xxs7,Crypto Faucets,,80,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,tvk1Wh04BcFbAAwYWMx27,Decentralized Storage,,81,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,KRtEN0845lV5e85SOi6oZ,Smart Contract Frameworks,,82,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,l110d4NqTQt9lfEoxqXMX,Hardhat,,83,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,Q64AbQlvYPiqJl8BtoJj9,Brownie,,84,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,Vl9XHtc22HnqaCnF9yJv9,Truffle,,85,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,F1EUAxODBJ3GEoh7cqM-K,Foundry,,86,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,snQA5_4H2dDkT1pENgaYD,Security,,87,topic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,UOF7Ep97i1l3Own6YEWlq,Practices,Security,88,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,wypJdjTW4jHm9FCqv7Lhb,Fuzz Testing & Static Analysis,,89,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,GxD-KybtmkwT3wqDzIfHp,Common Threat Vectors,,90,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,f60P5RNNdgCbrhDDzkY25,Source of Randomness Attacks,,91,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,n3pipnNb76aaQeUwrDLk_,Tools,,92,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
blockchain,blockchain,YA3-7EZBRW-T-8HuVI7lk,Slither,,93,subtopic,,,roadmap.sh:nilbuild/developer-roadmap@master
